01-07-21.142-color.jpg,2,[ 0.20820641  0.25706871  0.31535896  0.21936592]
01-07-20.405-color.jpg,2,[ 0.21237553  0.26960503  0.30200814  0.2160113 ]
01-07-30.072-color.jpg,1,[ 0.20174536  0.43677571  0.18367809  0.17780084]
01-07-35.137-color.jpg,2,[ 0.19169536  0.21207105  0.38258352  0.21365007]
01-07-22.838-color.jpg,2,[ 0.21024863  0.26433743  0.30768025  0.21773369]
01-07-20.171-color.jpg,2,[ 0.21291661  0.27326322  0.2980266   0.21579357]
01-07-35.107-color.jpg,2,[ 0.19169841  0.21210783  0.38223153  0.21396223]
01-07-35.574-color.jpg,1,[ 0.22181743  0.36656771  0.21898118  0.19263367]
01-07-47.405-color.jpg,2,[ 0.1889651   0.20223415  0.36925775  0.239543  ]
01-07-27.844-color.jpg,3,[ 0.1876622   0.189442    0.26165384  0.36124196]
01-07-41.704-color.jpg,2,[ 0.19058081  0.21000974  0.3857211   0.21368835]
01-07-51.771-color.jpg,1,[ 0.20105384  0.43742141  0.18375201  0.17777274]
01-07-51.639-color.jpg,1,[ 0.20111281  0.43744509  0.1837417   0.1777004 ]
01-07-31.405-color.jpg,1,[ 0.19693767  0.44597135  0.18070638  0.17638461]
01-07-25.174-color.jpg,2,[ 0.19481121  0.22151297  0.36845769  0.21521813]
01-07-24.108-color.jpg,2,[ 0.19313124  0.21645274  0.37642472  0.21399131]
01-07-41.959-color.jpg,1,[ 0.21977059  0.37673616  0.21305679  0.19043646]
01-07-27.141-color.jpg,3,[ 0.18717996  0.19415869  0.27206319  0.34659816]
01-07-31.878-color.jpg,1,[ 0.19543651  0.44712748  0.18092222  0.17651379]
01-07-26.673-color.jpg,2,[ 0.19160435  0.21325908  0.38156769  0.21356888]
01-07-51.138-color.jpg,1,[ 0.20180227  0.43808988  0.18276065  0.17734721]
01-07-23.437-color.jpg,2,[ 0.20845738  0.25877741  0.3141728   0.21859241]
01-07-37.360-color.jpg,0,[ 0.34691776  0.29661356  0.18109833  0.17537034]
01-07-44.372-color.jpg,1,[ 0.19851367  0.44040499  0.18341773  0.1776636 ]
01-07-47.873-color.jpg,1,[ 0.28947291  0.3503232   0.18336277  0.17684112]
01-07-24.438-color.jpg,2,[ 0.1966081   0.22485536  0.36317835  0.21535818]
01-07-34.307-color.jpg,2,[ 0.21121417  0.27125683  0.30173406  0.21579493]
01-07-37.905-color.jpg,0,[ 0.34666546  0.29687409  0.18106334  0.1753971 ]
01-07-30.805-color.jpg,1,[ 0.20413438  0.4374394   0.18178276  0.17664346]
01-07-31.073-color.jpg,1,[ 0.19250008  0.45220124  0.17940997  0.17588871]
01-07-33.638-color.jpg,2,[ 0.19399629  0.2189009   0.37180033  0.21530248]
01-07-19.908-color.jpg,2,[ 0.21102689  0.26722035  0.30333654  0.21841622]
01-07-49.777-color.jpg,0,[ 0.34416057  0.30038731  0.18041558  0.17503653]
